"lat","lon","open","sites","elev"
"44.75900","-94.16100"," ","8"," "
"47.87100","-96.41600"," ","5"," "
"48.36200","-96.57100","all year","25"," "
"45.70200","-92.87200"," "," "," "
"46.42400","-94.83100"," "," "," "
"43.60800","-95.63500","mid apr-mid oct","68","1581"
"47.51100","-94.04400","early jun-mid oct","46"," "
"44.68600","-95.80900"," "," "," "
"44.16800","-92.54000"," "," "," "
"48.19300","-97.13100"," "," "," "
"47.67900","-93.39400"," ","20"," "
"44.08400","-92.65200"," "," "," "
"45.95000","-92.57400","all year","210"," "
"48.65400","-96.35800"," "," "," "
"43.78400","-91.83400"," ","10"," "
"47.75200","-92.47400","early may-mid nov","16"," "
"44.40500","-96.34900"," ","30","1777"
"44.97600","-94.41900","mid may-mid sep"," "," "
"45.97800","-94.09100"," ","38"," "
"43.64100","-93.73100"," ","30"," "
"43.71100","-92.54000"," "," "," "
"47.73200","-94.58700","mid may-late sep","29"," "
"47.43900","-94.05500"," "," "," "
"44.20900","-95.49800"," ","70"," "
"47.91100","-96.03900"," "," "," "
"47.25100","-93.58600","early apr-late oct","21"," "
"47.65600","-96.17600"," "," "," "
"44.20900","-92.48100"," "," "," "
"44.07500","-91.67500"," ","90"," "
"44.09200","-94.11000","early apr-late oct","20"," "
"47.93200","-97.03100","all year","109"," "
"45.17000","-93.08200","early may-late sep","78"," "
"44.09200","-93.06400","all year","40"," "
"45.57200","-93.57900"," "," "," "
"47.88700","-96.27500"," "," "," "
"44.32200","-93.95200"," ","11"," "
"45.95200","-92.56700","all year","211"," "
"43.52700","-95.10100"," "," "," "
"46.42800","-94.48400"," ","48"," "
"43.87100","-96.14000"," ","16","1552"
"46.67400","-94.10900","early may-late oct","120"," "
"48.83500","-95.75000"," ","20"," "
"44.23700","-94.97400"," "," "," "
"46.47900","-96.28100"," "," "," "
"44.20500","-95.13000","mid may-mid oct","24"," "
"44.22000","-93.53800","all year","60"," "
"46.78800","-93.32500","early apr-late oct","50"," "
"43.71500","-95.23600"," ","12"," "
"45.67500","-94.80700"," ","18"," "
"46.82600","-93.14900","all year","60"," "
"47.86600","-90.88700","early may-late oct","50","1818"
"47.71500","-93.57000","all year","95"," "
"47.22400","-93.80300","all year","29"," "
"45.28400","-94.06800"," ","50"," "
"43.86000","-95.60100"," ","13","1502"
"46.79200","-94.94700"," ","35"," "
"46.57000","-96.07400"," "," "," "
"47.48400","-92.46400","mid may-mid oct","57","1503"
"45.31600","-95.04000","all year","130"," "
"45.74000","-94.95800","mid may-mid oct","80"," "
"47.31100","-94.12500"," "," "," "
"44.73600","-95.41900"," "," "," "
"45.82200","-92.78000"," ","28"," "
"46.18600","-93.27700"," ","12"," "
"44.08300","-95.38400"," "," "," "
"47.81600","-91.73200","early may-late sep","31"," "
"47.33000","-94.58800","early jun-late aug","24"," "
"46.72700","-92.46500"," ","22"," "
"46.71500","-92.22300"," ","73"," "
"43.89800","-96.36400","mid may-mid sep","30","1621"
"47.20200","-91.37600","all year","25"," "
"47.89100","-96.28300"," ","53"," "
"44.31000","-94.72800","mid may-mid sep","8"," "
"43.55700","-91.64400"," "," "," "
"47.51200","-95.63700"," "," "," "
"44.80200","-92.79800","all year","70"," "
"48.01000","-96.21000"," ","20"," "
"43.97400","-94.64000","mid may-late oct","21"," "
"44.69400","-96.29900"," ","64"," "
"47.13700","-94.45600","mid may-late aug","44"," "
"48.53700","-96.17000"," "," "," "
"47.49700","-92.78000"," ","8"," "
"47.38200","-91.66900"," ","12","1700"
"46.43900","-95.12000","mid may-mid sep","38"," "
"44.16700","-95.94000","mid apr-mid oct","10","1670"
"45.40000","-95.42000","mid may-late sep","15"," "
"44.24600","-95.60500"," ","12"," "
"43.71800","-91.97600"," "," "," "
"43.86400","-95.45900"," ","67"," "
"47.44400","-94.12100"," ","32"," "
"47.71900","-90.88000"," ","11","1520"
"47.55600","-91.87200","all year","52","1667"
"47.34400","-91.20800","all year","30"," "
"48.11000","-96.18600","mid may-mid oct","64"," "
"47.80000","-93.23800"," ","21"," "
"47.62800","-95.63900"," "," "," "
"48.71900","-94.60100"," ","21"," "
"44.69600","-95.52100"," "," "," "
"45.99900","-95.88700"," ","75"," "
"47.71300","-90.95400"," ","10","1677"
"48.15900","-90.89800","early may-mid oct","33"," "
"45.66500","-96.78300"," "," "," "
"43.82500","-94.43200"," "," "," "
"47.87900","-90.44600"," ","38","1773"
"45.88700","-95.15800"," ","28"," "
"44.73100","-95.43500","all year","35"," "
"47.53100","-92.32700"," ","40"," "
"45.20800","-92.87500","mid apr-mid oct"," "," "
"44.92600","-96.05600"," "," "," "
"47.91200","-96.04900"," "," "," "
"44.65800","-95.23200"," "," "," "
"43.96300","-94.80400"," "," "," "
"46.66100","-96.40800"," ","78"," "
"47.89800","-92.59100"," ","22"," "
"47.38700","-94.50700","early jun-late aug","46"," "
"47.13800","-93.30000"," "," "," "
"47.13800","-93.30000"," "," "," "
"48.90900","-95.30700"," ","182"," "
"46.85000","-93.98000"," ","30"," "
"48.16600","-94.51000"," ","30"," "
"44.04100","-94.42200"," ","28"," "
"47.60300","-94.50900"," ","15"," "
"46.26500","-96.59600","mid may-mid oct","5"," "
"46.26500","-96.59600"," ","5"," "
"44.15300","-95.78000","all year","8","1529"
"47.52400","-94.10200"," ","22"," "
"47.49100","-92.66500","early may-late aug","49"," "
"47.33200","-92.14400","early may-mid nov","58"," "
"44.06300","-92.04300","all year","105"," "
"45.53700","-92.73600","all year","100"," "
"43.68700","-91.27300"," ","62"," "
"45.22400","-92.76400","all year","125"," "
"48.77200","-94.95800"," ","25"," "
"47.50400","-94.06300","early may-mid oct","17"," "
"46.32800","-92.82600"," ","38"," "
"47.42600","-94.32000","mid may-late aug","35"," "
"47.43000","-94.04800","early may-late oct"," "," "
"46.81300","-95.36300","early may-mid oct","14","1538"
"48.48300","-93.05800"," ","60"," "
"43.53400","-94.11100","early may-late sep","30"," "
"48.86100","-94.83900","all year","60"," "
"44.30000","-92.67500"," "," "," "
"37.37600","-91.56200","mid apr-late dec"," "," "
"37.14700","-91.44800","mid apr-mid oct","162"," "
"39.06300","-92.94600","all year","46"," "
"36.67200","-93.46000","early may-mid sep"," "," "
"38.61800","-90.68900","all year"," "," "
"40.58800","-91.70600","all year"," "," "
"36.56800","-93.49800","early may-mid sep"," "," "
"36.64100","-93.04700","early apr-late sep"," "," "
"37.73800","-92.85900","all year"," "," "
"38.21200","-93.50700","all year"," "," "
"37.93100","-91.06200"," ","19"," "
"36.61800","-93.56800","mid may-late sep","61"," "
"40.08600","-95.34200","all year","76"," "
"36.55800","-93.67800","early may-mid sep"," "," "
"37.00400","-90.99600","mid apr-late sep","123"," "
"38.59000","-92.30400"," ","17"," "
"39.00500","-94.35100"," ","82"," "
"37.18100","-90.79000","mid may-mid sep"," "," "
"39.45600","-93.52500"," ","26"," "
"39.47300","-93.32800"," ","14"," "
"36.63500","-93.21700"," "," "," "
"39.76200","-93.06300"," ","15"," "
"36.49000","-92.79600"," "," "," "
"38.24900","-93.60000","all year"," "," "
"39.41200","-94.52100"," "," "," "
"36.90900","-93.07900"," ","91"," "
"36.59800","-93.55500","early apr-late oct"," "," "
"40.13800","-91.51600"," ","23"," "
"40.13800","-91.51600"," "," "," "
"36.72200","-93.53000","early apr-late oct"," "," "
"39.36500","-93.48500"," "," "," "
"37.57800","-93.69200","mid apr-late sep"," "," "
"38.68100","-91.77300"," ","4"," "
"36.97200","-90.35800"," ","9"," "
"36.89200","-93.10000","all year","19"," "
"37.72400","-90.93700","early apr-late sep","100"," "
"36.56600","-93.39100"," "," "," "
"37.67100","-93.74500","mid apr-late sep"," "," "
"36.48300","-93.30100"," "," "," "
"40.09000","-93.67100","early mar-late nov"," "," "
"39.39100","-94.51600"," "," "," "
"39.03100","-90.91600","all year","94"," "
"37.90100","-93.31200","mid apr-late dec"," "," "
"36.67500","-90.88700"," ","46"," "
"36.55500","-89.41100"," "," "," "
"36.55300","-93.10800"," ","4"," "
"38.78500","-92.12600","all year","18"," "
"39.55100","-91.16100"," ","20"," "
"36.93700","-90.27800"," "," "," "
"36.52900","-93.72900","early may-mid sep"," "," "
"38.52900","-93.51100"," "," "," "
"39.07700","-92.33000","all year"," "," "
"36.66900","-90.86800"," ","16"," "
"39.53600","-91.64800","all year"," "," "
"37.07600","-89.60900"," ","5"," "
"38.90900","-91.57600","early apr-late oct"," "," "
"37.09800","-90.45400","all year"," "," "
"36.79400","-91.32900"," ","72"," "
"39.74600","-94.04000"," "," "," "
"40.39300","-94.08600"," "," "," "
"38.28100","-93.44900","all year"," "," "
"37.59600","-93.78700","mid apr-late sep"," "," "
"37.83400","-90.24100","all year","50"," "
"37.83800","-91.01700"," "," "," "
"38.69900","-91.44000"," ","20"," "
"39.42900","-93.13400"," "," "," "
"36.49000","-92.77300"," "," "," "
"37.32600","-90.76800","early apr-late oct"," "," "
"39.53500","-91.73200","early apr-mid nov"," "," "
"36.63200","-93.34600","early apr-late oct"," "," "
"37.23000","-91.31000"," "," "," "
"36.60600","-93.47200"," "," "," "
"37.54900","-90.84900","all year"," "," "
"39.01000","-92.75100"," "," "," "
"38.58000","-90.83500"," "," "," "
"38.75300","-93.57700","all year"," "," "
"37.28200","-89.84700"," "," "," "
"38.95200","-94.33400"," "," "," "
"38.09100","-92.60800"," "," "," "
"38.07700","-92.57300","all year","183"," "
"36.94200","-90.34400","all year"," "," "
"39.15300","-91.89600"," "," "," "
"37.48400","-94.28200"," "," "," "
"36.60800","-94.44700"," "," "," "
"37.79900","-91.81600","early may-late oct","64"," "
"39.53900","-95.05300","all year"," "," "
"37.83200","-93.36400","mid apr-late dec"," "," "
"38.39200","-93.32500"," ","4"," "
"37.53000","-91.33000"," "," "," "
"37.39000","-91.26500"," ","29"," "
"39.86900","-92.51800","all year"," "," "
"36.52000","-93.30400","early apr-mid sep"," "," "
"38.27300","-93.47400"," "," "," "
"38.90400","-94.45300"," ","113"," "
"37.01700","-90.29900"," "," "," "
"39.72100","-92.46400"," "," "," "
"37.45000","-90.54000"," ","33"," "
"39.48800","-91.79000","all year"," "," "
"36.98100","-90.60400","mid may-late nov","113"," "
"37.59900","-93.66600"," "," "," "
"39.43800","-92.93900"," "," "," "
"38.20700","-91.10200","all year"," "," "
"36.59400","-93.44000","early apr-late oct"," "," "
"40.13800","-91.51600"," ","23"," "
"40.13800","-91.51600"," "," "," "
"37.45400","-91.67500","all year"," "," "
"40.36200","-94.77500"," ","50"," "
"37.54000","-93.78000"," "," "," "
"37.86400","-93.27400","mid apr-late dec"," "," "
"36.87100","-94.35600"," ","20"," "
"36.75800","-92.15400"," ","81"," "
"36.56000","-93.32300","early apr-late oct"," "," "
"38.06400","-91.23000","all year"," "," "
"37.67400","-93.78100","mid may - mid sept"," "," "
"37.66000","-93.79200","mid may-mid sep"," "," "
"38.18600","-93.37700","all year"," "," "
"38.05200","-93.69800"," ","48"," "
"37.90100","-93.32400","mid apr-late dec"," "," "
"37.18100","-91.17500"," "," "," "
"37.55500","-92.04300","all year","36"," "
"36.64300","-92.22500"," ","12"," "
"38.23000","-91.81600"," ","6"," "
"36.94400","-90.27500","all year"," "," "
"39.78400","-93.22500","all year"," "," "
"37.14300","-90.77200","mid apr-late sep"," "," "
"38.87200","-92.91600"," "," "," "
"38.75900","-92.14400","all year","8"," "
"37.76000","-92.06000"," "," "," "
"37.84100","-93.26100"," "," "," "
"37.87400","-93.31900","all year"," "," "
"36.51000","-92.60400","early apr-late oct"," "," "
"36.96400","-90.30200"," "," "," "
"37.18200","-91.17500"," ","8"," "
"37.53300","-94.57400","all year"," "," "
"38.09600","-94.35400"," "," "," "
"37.33200","-91.47500","mid apr-late sep","55"," "
"39.51500","-91.66700","early apr-mid nov"," "," "
"37.81300","-91.16900","mid apr-late sep","109"," "
"36.92000","-90.28700","all year"," "," "
"36.87000","-92.47000"," "," "," "
"37.13400","-90.76800"," "," "," "
"36.67900","-93.10100","early apr-late sep"," "," "
"36.58400","-93.83700","all year"," "," "
"37.12900","-91.17400"," "," "," "
"38.42000","-90.81800","all year","27"," "
"39.90800","-94.69200"," ","11"," "
"38.39300","-91.82100"," ","11"," "
"39.42200","-92.46700"," "," "," "
"37.82600","-92.20300"," "," "," "
"37.28300","-91.40600","mid apr-late sep"," "," "
"37.52000","-93.80600","mid apr-late sep"," "," "
"39.41600","-92.80000"," "," "," "
"37.25500","-90.50500","all year"," "," "
"37.08800","-94.55000"," "," "," "
"40.00900","-91.97200"," ","84"," "
"36.68400","-93.10300"," "," "," "
"38.26200","-93.42000"," "," "," "
"39.72100","-92.04100"," "," "," "
"37.56000","-90.44000","early mar-mid oct","158"," "
"39.39600","-94.56000"," ","82"," "
"38.29300","-93.73200","all year"," "," "
"37.97900","-90.54700","all year"," "," "
"37.82500","-90.53700","all year"," "," "
"37.62100","-93.76200","all year"," "," "
"39.21900","-92.84800"," ","12"," "
"37.07000","-90.42700"," "," "," "
"37.47700","-91.00700","early jun-late oct","45"," "
"36.90200","-92.10600"," "," "," "
"36.58300","-93.30900","early apr-late oct","85"," "
"38.13600","-93.61400","all year"," "," "
"36.57400","-92.65400","early apr-late oct"," "," "
"38.29800","-93.40100","all year"," "," "
"39.62400","-92.61700"," ","10"," "
"40.18500","-92.64300","all year"," "," "
"37.43500","-89.48500","all year"," "," "
"37.19000","-91.27600","mid apr-late sep"," "," "
"40.48000","-93.00900"," ","45"," "
"39.26300","-93.26700","all year"," "," "
"38.43000","-92.85500"," "," "," "
"36.56600","-93.67700","early may-mid sep"," "," "
"36.56100","-93.59200","early apr-mid sep"," "," "
"40.01400","-91.51800","all year"," "," "
"39.66100","-94.21300","all year"," "," "
"38.08600","-90.68600","all year"," "," "
"37.00300","-91.01700","all year","114"," "
"39.40000","-94.25800","all year","96"," "
"37.89400","-93.53800"," "," "," "
"37.15100","-90.81200"," "," "," "
"39.39400","-94.87100","all year"," "," "
"37.88000","-93.37400","mid apr-late dec"," "," "
"38.36000","-93.54400"," "," "," "
"46.76000","-97.55400"," "," "," "
"48.05700","-103.58800"," ","15","1860"
"48.99200","-101.27800"," "," ","1522"
"47.10200","-97.21300"," "," "," "
"46.03300","-99.37800"," ","9","2010"
"46.50300","-100.55600"," ","6","1614"
"42.33600","-95.47100"," "," "," "
"47.11000","-101.29000"," ","10","1962"
"48.87200","-102.95000"," "," ","1988"
"47.45900","-101.91500"," "," ","1867"
"46.25000","-100.53300","mid may-mid sep","40","1652"
"46.40400","-99.61800","mid may-late aug"," ","2037"
"47.62100","-96.88000"," ","10"," "
"47.49100","-103.34800"," ","15","2237"
"48.31700","-101.72900","early may-late oct","10","2070"
"47.50600","-101.77300"," "," ","1900"
"47.25400","-101.78400"," "," ","1775"
"47.25400","-101.78400"," ","8","1775"
"47.56300","-98.35000"," ","6","1522"
"48.63900","-99.36000"," "," ","1589"
"48.42900","-103.73400"," ","32","2086"
"48.82300","-100.43200"," ","16","1634"
"48.80400","-102.25000"," "," ","1959"
"47.47300","-99.70500"," ","6","1805"
"46.17700","-103.39000"," "," ","2950"
"45.99000","-103.24600"," "," ","2797"
"46.56400","-100.09100"," "," ","1859"
"47.54700","-100.88500"," ","18","1848"
"47.10000","-97.41500","all year","8"," "
"46.95400","-103.67500","early jun-late aug","48","2576"
"48.32700","-100.76700"," "," ","1551"
"48.02400","-99.85300"," ","5"," "
"46.92300","-97.54800"," ","8"," "
"46.59700","-103.44400"," ","10","2536"
"47.83800","-100.66600"," "," ","1736"
"46.17900","-103.37300"," ","50","2966"
"48.49400","-99.20200"," ","15"," "
"48.87700","-100.55200"," ","10","1630"
"48.44400","-101.71300"," "," ","1690"
"48.44400","-101.71300"," ","10","1690"
"48.44400","-101.71300"," "," ","1690"
"48.44400","-101.71300"," ","10","1690"
"46.09500","-100.59200"," ","6","1609"
"47.58600","-103.27600"," ","38","1983"
"48.30300","-98.36000"," ","1"," "
"47.11400","-101.29500"," ","20","1972"
"46.27100","-96.59900"," ","6"," "
"47.35800","-100.71900"," ","55","1845"
"47.80000","-103.26600"," "," ","2054"
"46.68200","-98.04800"," "," "," "
"47.31300","-98.18100"," ","10"," "
"46.01200","-99.06700"," "," ","1960"
"48.90500","-102.77600"," "," ","1923"
"47.98600","-103.98200"," "," ","1879"
"47.44800","-98.11700"," ","6"," "
"46.94800","-103.52800","all year"," ","2279"
"47.21200","-101.00500","all year"," ","1752"
"48.60400","-97.66800"," "," "," "
"46.89500","-101.60300"," "," ","2118"
"46.37100","-97.62500"," ","40"," "
"46.53700","-98.46600"," ","12"," "
"47.57800","-101.59800"," ","17","1868"
"47.48100","-101.42700","early may-late sep","117","1696"
"46.20600","-99.48000","all year","12","2015"
"47.92200","-100.37400"," ","12"," "
"47.15800","-98.00400","early may-late sep","38"," "
"47.61800","-101.26200"," ","30","1854"
"47.09600","-98.00900","early may-late sep"," "," "
"48.27900","-103.36300","early may-mid oct","12","2203"
"47.64500","-99.62600"," ","8","1611"
"46.76300","-97.79400"," "," "," "
"48.29500","-99.44100"," "," ","1509"
"47.84300","-103.64200"," ","6","2181"
"48.89900","-102.39300"," "," ","1936"
"48.17500","-97.76200"," ","45"," "
"46.74800","-100.83900","all year"," ","1640"
"47.98600","-104.00100"," "," ","1900"
"48.96500","-97.24100"," "," "," "
"46.54200","-97.93600","all year"," "," "
"46.50500","-100.58400"," ","10","1640"
"47.59100","-101.42000","all year","150","1881"
"46.16200","-98.42300"," "," "," "
"46.62600","-99.14700"," ","6","1913"
"47.27000","-97.40800"," ","5"," "
"46.12700","-103.09100"," "," ","2749"
"46.74600","-100.79500"," "," ","1631"
"46.81400","-101.85000"," "," ","2080"
"47.45700","-98.62800"," ","5","1506"
"46.73200","-103.98400"," ","5","2818"
"47.47400","-100.12200"," ","3","1958"
"48.04800","-99.06300","all year"," "," "
"47.87400","-97.09000"," "," "," "
"47.96900","-97.37800"," "," "," "
"46.65400","-100.71500"," ","27","1618"
"48.26300","-100.84800"," ","10","1518"
"47.39400","-103.24700"," ","25","2680"
"48.62000","-97.45300"," "," "," "
"46.02900","-99.99900"," ","4","1896"
"46.06400","-96.90600"," ","8"," "
"46.11900","-96.96700"," ","27"," "
"46.94400","-100.96600"," "," ","1759"
"47.64300","-97.45400"," ","6"," "
"45.97400","-102.47100"," "," ","2546"
"46.52500","-100.54300","mid may-mid sep"," ","1641"
"46.48400","-100.28400"," ","10","1965"
