"rank_top500","rank_top1000","place_id","name","owner","owner_name","designation","acres","eco_id","eco_name","states","facets","veg","footprint","landscape_score","national_rank","ecoregion_rank"
"164","164","4614","Alpine Lakes Wilderness - Wenatchee National Forest","UFS","US Forest Service","National Forest","244829","17031","East Cascades - Modoc Plateau","WA","52","33","0.008","54.81",646,4
"165","165","2151","Ishi Wilderness - Lassen National Forest","UFS","US Forest Service","National Forest","40846","17087","Great Central Valley","CA","21","24","0.009","54.61",690,3
"166","166","319","Big Bend Ranch State Park","SPR","Texas Parks and Wildlife Department","State Park","312716","17090","Chihuahuan Desert","TX","36","29","0.029","54.46",711,5
"167","167","1935","Marble Mountain Wilderness - Klamath National Forest","UFS","US Forest Service","National Forest","223264","17035","Klamath Mountains","CA","41","23","0.004","54.34",739,6
"168","168","4866","Colorado Cattlemen's Agricultural Land Trust Easement # - Lower Purgatoire Conservation Area","NGO","The Nature Conservancy","Ranch Easement","23797","17066","Central Shortgrass Prairie","CO","17","23","0.043","52.70",1142,3
"169","169","5772","Shingleton State Foreset Area","SNR","Michigan Department of Natural Resources","State Conservation Area","305531","17009","Great Lakes","MI","29","27","0.033","52.58",1172,6
"170","170","5856","Everglades and Francis S. Taylor Wildlife Management Area","STL","Trustees of the Internal Improvement Trust Fund","State Conservation Area","669421","17101","Tropical Florida","FL","11","15","0.167","51.81",1368,5
"171","171","3069","Pocosin Lakes National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","106898","17036","Mid-Atlantic Coastal Plain","NC","16","13","0.040","50.80",1753,4
"172","172","7815","Sharpe Recreation Area","UNK","Unknown","Recreation Area","73729","17069","Dakota Mixed-Grass Prairie","SD","14","19","0.154","50.27",1980,5
"173","173","5397","San Juan Islands National Monument - Cypress Island Natural Resources Conservation Area","SNR","Washington State Department of Natural Resources (WADNR)","State Conservation Area","2716","17051","Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests","WA","15","15","0.150","50.25",1986,3
"174","174","2690","Necedah Wildlife Management Area","FWS","U.S. Fish & Wildlife Service","Conservation Area","50188","17020","Prairie-Forest Border","WI","8","28","0.111","49.86",2155,3
"175","175","5516","Blackwater National Wildlife Refuge","FED","US Fish and Wildlife Service","National Wildlife Refuge","17484","17007","Chesapeake Bay Lowlands","MD","8","12","0.048","49.74",2216,3
"176","176","5938","Sam Rayburn Recreation Area","UNK","Unknown","Recreation Area","115483","17050","West Gulf Coastal Plain","TX","11","21","0.160","49.56",2301,6
"177","177","4452","Upper Missouri Breaks National Monument","BLM","Bureau of Land Management",NULL,"28187","17072","Northern Great Plains Steppe","MT","39","14","0.016","49.55",2310,6
"178","178","542","Buffalo National River Wilderness","NPS","National Park Service",NULL,"30705","17018","Ozarks","AR","17","15","0.082","49.37",2381,5
"179","179","325","Big South Fork National River and Recreation Area","NPS","National Park Service",NULL,"39181","17008","Cumberlands And Southern Ridge And Valley","KY, TN","34","8","0.078","48.99",2564,6
"180","180","5997","Apalachicola River Wildlife and Environmental Area","STL","Trustees of the Internal Improvement Trust Fund","State Conservation Area","57080","17032","East Gulf Coastal Plain","FL","7","27","0.064","48.47",2808,4
"181","181","5532","Lake Greeson Wildlife Management Area","SNR","State Department of Natural Resources","State Conservation Area","31626","17017","Ouachita Mountains","AR","35","9","0.137","47.86",3094,5
"182","182","5900","TOWNSEND WMA - Townsend Wildlife Management Area","SNR","Georgia Department of Natural Resources","State Conservation Area","20505","17044","South Atlantic Coastal Plain","GA","8","19","0.050","47.12",3433,6
"183","183","2380","Mammoth Cave National Park","NPS","National Park Service","National Park","49414","17011","Interior Low Plateau","KY","16","11","0.080","47.02",3472,7
"184","184","4831","Wilson Recreation Area","UNK","Unknown","Recreation Area","21035","17065","Central Mixed-Grass Prairie","KS","12","16","0.092","46.93",3508,3
"185","185","7240","Okaloacoochee Slough State Forest","REG","South Florida Water Management District","State Resource Management Area","32033","17033","Florida Peninsula","FL","13","14","0.078","45.72",3966,3
"186","186","6712","Dewey W Wills Wildlife Management Area","SFW","State Fish and Wildlife","State Conservation Area","62582","17013","Mississippi River Alluvial Plain","LA","21","9","0.055","45.17",4164,3
"187","187","3053","Pisgah State Park","STA","NH Department of Resources & Economic Development","State Park","8833","17012","Lower New England / Northern Piedmont","NH","17","35","0.193","44.37",4416,9
"188","188","8113","East Lynn Lake Wildlife Management Area","FED","Army Corps of Engineers","Wildlife Management Area","24791","17025","Western Allegheny Plateau","WV","17","6","0.071","44.12",4484,7
"189","189","7961","Elm Lake State Wildlife Management Area","SNR","Minnesota Department of Natural Resources","State Conservation Area","15705","17073","Northern Tallgrass Prairie","MN","10","9","0.061","43.77",4580,5
"190","190","6619","Upper And Lower Lakes Wma","SDC","NYS Department of Environmental Conservation","Wildlife Management Area","8810","17022","St. Lawrence - Champlain Valley","NY","14","19","0.282","43.00",4770,8
"191","191","81","Aransas National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","88877","17063","Gulf Coast Prairies And Marshes","TX","8","14","0.066","42.34",4928,3
"192","192","6909","Wright Patman Recreation Area","UNK","Unknown","Recreation Management Area","80580","17046","Upper West Gulf Coastal Plain","TX","10","22","0.178","42.06",5002,6
"193","193","5098","Wildlife Management Area - Chickasaw State Forest","SNR","State Department of Agriculture, Division of Forestry","State Conservation Area","12806","17024","Upper East Gulf Coastal Plain","TN","19","12","0.138","40.44",5316,4
"194","194","2992","Piedmont National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","34667","17019","Piedmont","GA","11","8","0.101","40.09",5389,5
"195","195","6771","Sauvie Island Wildlife Area","STA","Unknown","State Conservation Area","11091","17026","Willamette Valley - Puget Trough - Georgia Basin: Temperate Broadleaf And Mixed Forests","OR","16","9","0.310","39.40",5502,4
"196","196","3282","Rita Blanca National Grassland","UFS","US Forest Service",NULL,"50041","17075","Southern Shortgrass Prairie","OK, TX","7","19","0.140","39.10",5546,14
"197","197","6157","Jim Edgar Panther Creek State Fish and Wildlife Area","STA","Other State Land","State Conservation Area","14605","17067","Central Tallgrass Prairie","IL","20","7","0.220","38.76",5595,11
"198","198","6060","Melvern Recreation Area","UNK","Unknown","Recreation Area","23490","17074","Osage Plains/Flint Hills Prairie","KS","9","10","0.195","38.63",5618,9
"199","199","1114","Des Lacs National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","13876","17071","Fescue-Mixed Grass Prairie","ND","17","10","0.193","38.44",5649,4
"200","200","7362","Brookville Recreation Area","UNK","Unknown","Recreation Area","16834","17015","North Central Tillplain","IN","15","15","0.288","35.84",6024,6
"201","201","7388","Belton Recreation Area","UNK","Unknown","Recreation Management Area","24797","17070","Edwards Plateau","TX","21","14","0.291","35.72",6035,10
"202","202","5218","Cape Cod National Seashore","FED","US Department of the Interior","Area of Critical Environmental Concern","8874","17014","North Atlantic Coast","MA","9","16","0.279","34.69",6156,8
"203","203","7949","Whitney Point Recreation Area","UNK","Unknown","Recreation Management Area","43345","17068","Crosstimbers And Southern Tallgrass Prairie","TX","22","16","0.274","34.32",6207,11
"204","204","1314","North Pavant - Fishlake National Forest","UFS","US Forest Service","Inventoried Roadless Area","53215","17047","Utah High Plateaus","UT","75","35","0.010","67.95",29,3
"205","205","4253","Hellsgate Wilderness - Tonto National Forest","UFS","US Forest Service","National Forest","37452","17088","Apache Highlands","AZ","56","22","0.004","67.86",33,5
"206","206","1772","Coyote Southeast - Inyo National Forest","UFS","US Forest Service","Inventoried Roadless Area","52717","17043","Sierra Nevada","CA","96","29","0.005","67.72",34,5
"207","207","2615","Boulder River Wilderness - Mt. Baker National Forest","UFS","US Forest Service","National Forest","48570","17039","North Cascades","WA","35","25","0.027","66.96",39,9
"208","208","6387","Lake George Wild Forest","SDC","NYS Department of Environmental Conservation","State Forest","34270","17016","Northern Appalachian / Acadian","NY","27","39","0.033","65.96",48,3
"209","209","2294","Fox Mountain - Los Padres National Forest","UFS","US Forest Service","Inventoried Roadless Area","51716","17085","California Central Coast","CA","59","25","0.061","64.92",58,4
"210","210","5252","Blue Ridge Boy Scout Camp","NGO","Boy Scouts Blue Ridge Mountains Council","Private Conservaed Land","13343","17021","Southern Blue Ridge","VA","30","14","0.111","63.19",77,4
"211","211","659","Capitol Reef National Park","NPS","National Park Service","National Park","243553","17091","Colorado Plateau","UT","76","31","0.004","61.12",123,8
"212","212","3327","Sky Lakes Wilderness - Rogue River National Forest","UFS","US Forest Service","National Forest","69341","17049","West Cascades","OR","70","31","0.005","60.19",162,5
"213","213","3007","Lost Creek Wilderness - Pike National Forest","UFS","US Forest Service","National Forest","114725","17045","Southern Rocky Mountains","CO","55","29","0.011","59.61",186,6
"214","214","5466","Rothrock State Forest","SNR","PA Bureau of Forestry","State Forest","88981","17006","Central Appalachian Forest","PA","68","18","0.182","58.99",229,4
"215","215","1389","North Absaroka - Gallatin National Forest","UFS","US Forest Service","Inventoried Roadless Area","150988","17048","Utah-Wyoming Rocky Mountains","MT","101","37","0.071","58.96",230,4
"216","216","4381","North Fork John Day Wilderness - Umatilla National Forest","UFS","US Forest Service","National Forest","104337","17037","Middle Rockies - Blue Mountains","OR","44","40","0.007","58.64",247,5
"217","217","859","Apache Kid Contiguous - Cibola National Forest","UFS","US Forest Service","Inventoried Roadless Area","67115","17027","Arizona-New Mexico Mountains","NM","50","38","0.044","58.47",253,5
"218","218","3296","Greater Red Creek ACEC (Sage Creek Watershed) - Rock Springs Field Office","BLM","Bureau of Land Management","Area of Critical Environmental Concern","39737","17097","Wyoming Basins","WY","45","31","0.021","57.93",289,4
"219","219","884","Hoodoo - Clearwater National Forest","UFS","US Forest Service","Inventoried Roadless Area","150936","17030","Canadian Rocky Mountains","ID, MT","49","25","0.012","57.13",356,7
"220","220","399","Sand Creek - Black Hills National Forest","UFS","US Forest Service","Inventoried Roadless Area","7947","17028","Black Hills","WY","22","11","0.059","57.06",359,4
"221","221","4255","Lime Creek - Tonto National Forest","UFS","US Forest Service","Inventoried Roadless Area","42063","17095","Sonoran Desert","AZ","38","22","0.056","56.91",374,4
"222","222","2286","Chumash Wilderness - Los Padres National Forest","UFS","US Forest Service","National Forest","36229","17086","California South Coast","CA","44","21","0.030","55.79",499,6
"223","223","7623","Paul Bunyan State Forest","SNR","Minnesota Department of Natural Resources","State Resource Management Area","49730","17023","Superior Mixed Forest","MN","22","22","0.055","55.70",513,16
"224","224","7450","Slide Mountain Wilderness","SDC","NYS Department of Environmental Conservation","Nature","50721","17010","High Allegheny Plateau","NY","16","31","0.109","55.27",576,4
"225","225","1945","Trinity Alps Wilderness - Klamath National Forest","UFS","US Forest Service","National Forest","75787","17035","Klamath Mountains","CA","42","25","0.005","55.18",593,3
"226","226","989","Thirteenmile - Colville National Forest","UFS","US Forest Service","Inventoried Roadless Area","11517","17040","Okanagan","WA","31","21","0.017","54.93",627,9
"227","227","1899","BLACK MOUNTAINS ECOSYSTEM MANAGEMENT ACEC - Kingman Field Office","BLM","Bureau of Land Management","Area of Critical Environmental Concern","115843","17094","Mojave Desert","AZ","61","15","0.051","54.70",665,9
"228","228","2567","South Warner Wilderness - Modoc National Forest","UFS","US Forest Service","National Forest","64000","17031","East Cascades - Modoc Plateau","CA","47","33","0.007","54.37",731,7
"229","229","3991","Clan Alpine Mountains - Stillwater Field Office","BLM","Bureau of Land Management","Wilderness Study Area","192272","17093","Great Basin","NV","53","30","0.001","54.37",733,11
